"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0098688","parallel fiber to Purkinje cell synapse","3/24","47/25804",0.0638297872340425,68.6276595744681,14.1587499946384,1.11584049236301e-05,8.64776381581336e-05,3.17133613618962e-05,"Grin1/Grin2b/Grin2a",3
"GO:0098685","Schaffer collateral - CA1 synapse","4/24","158/25804",0.0253164556962025,27.2194092827004,10.0865092923611,1.30685225652291e-05,9.64581427433576e-05,3.53734445374622e-05,"Syp/Actb/Syn1/Camk2a",4
"GO:0097542","ciliary tip","3/24","52/25804",0.0576923076923077,62.0288461538462,13.4409700859407,1.51618460659301e-05,0.00010682209728269,3.91741477301544e-05,"Mapk3/Mapk1/Grin2b",3
"GO:0099092","postsynaptic density, intracellular component","3/24","57/25804",0.0526315789473684,56.5877192982456,12.818943478953,2.00128455552789e-05,0.000134869176568184,4.94596640725428e-05,"Gapdh/Grin2b/Grin2a",3
"GO:0099091","postsynaptic specialization, intracellular component","3/24","67/25804",0.0447761194029851,48.1417910447761,11.7886421355996,3.25660432998717e-05,0.000210322362978338,7.71301025523278e-05,"Gapdh/Grin2b/Grin2a",3
"GO:0098686","hippocampal mossy fiber to CA3 synapse","3/24","70/25804",0.0428571428571429,46.0785714285714,11.5229793004753,3.71444461225139e-05,0.000230295565959586,8.44547406575054e-05,"Grin1/Grin2b/Bdnf",3
"GO:0043204","perikaryon","4/24","224/25804",0.0178571428571429,19.1994047619048,8.34699567782227,5.12519868367715e-05,0.00029079743908971,0.00010664218479351,"Mapk1/Ntrk2/Bdnf/Camk2b",4
"GO:0030665","clathrin-coated vesicle membrane","3/24","79/25804",0.0379746835443038,40.8291139240506,10.8177206987512,5.33660720255321e-05,0.00029079743908971,0.00010664218479351,"Syp/Syn1/Arc",3
"GO:0005769","early endosome","5/24","456/25804",0.0109649122807018,11.7891081871345,7.09243534812317,5.42970135422339e-05,0.00029079743908971,0.00010664218479351,"Mapk3/Mapk1/Ntrk2/Akt2/Arc",5
"GO:0060198","clathrin-sculpted vesicle","2/24","12/25804",0.166666666666667,179.194444444444,18.8382926123803,5.44072627974296e-05,0.00029079743908971,0.00010664218479351,"Syp/Syn1",2
"GO:0031252","cell leading edge","5/24","490/25804",0.0102040816326531,10.9710884353742,6.79922613805588,7.62902277385252e-05,0.000394166176649047,0.000144549905188785,"Grin1/Pik3ca/Actb/Grin2a/Akt2",5
"GO:0031143","pseudopodium","2/24","15/25804",0.133333333333333,143.355555555556,16.8268206014167,8.64095560245719e-05,0.000432047780122859,0.000158441970299724,"Mapk3/Mapk1",2
"GO:0030658","transport vesicle membrane","4/24","263/25804",0.0152091254752852,16.3523447401774,7.63541954395376,9.54469127322753e-05,0.000462320983546958,0.000169543858142857,"Grin1/Syp/Grin2b/Syn1",4
"GO:0042734","presynaptic membrane","4/24","276/25804",0.0144927536231884,15.5821256038647,7.43132483998188,0.000114957768830936,0.000539953156630156,0.000198013381718359,"Grin1/Syp/Grin2b/Grin2a",4
"GO:0005942","phosphatidylinositol 3-kinase complex","2/24","19/25804",0.105263157894737,113.175438596491,14.9241729896264,0.000140404633950017,0.000640079948889783,0.000234732205365353,"Pik3ca/Pik3r1",2
"GO:0031594","neuromuscular junction","3/24","111/25804",0.027027027027027,29.0585585585586,9.03896496163102,0.000146796847157521,0.000650100323126164,0.000238406909669357,"Syp/Ntrk2/Dlg4",3
"GO:0098802","plasma membrane signaling receptor complex","4/24","321/25804",0.0124610591900312,13.3977154724818,6.81974552814168,0.000205169406545385,0.000883368278181518,0.000323951694545345,"Grin1/Grin2b/Grin2a/Dlg4",4
"GO:0005770","late endosome","4/24","327/25804",0.0122324159021407,13.1518858307849,6.74749667046727,0.000220198410549369,0.000912019276663696,0.000334458682104174,"Mapk3/Gapdh/Mapk1/Grin2b",4
"GO:0030662","coated vesicle membrane","3/24","128/25804",0.0234375,25.19921875,8.37417268427772,0.000223591822665938,0.000912019276663696,0.000334458682104174,"Syp/Syn1/Arc",3
"GO:0036064","ciliary basal body","4/24","347/25804",0.0115273775216138,12.3938520653218,6.51975037581153,0.000276061265862453,0.00109716656945334,0.000402356500852159,"Akt1/Mapk3/Mapk1/Creb1",4
"GO:0045121","membrane raft","4/24","353/25804",0.0113314447592068,12.1831916902738,6.45505522183506,0.000294642487467419,0.00113804600388677,0.000417347940304827,"Mapk3/Mapk1/Actb/Arc",4
"GO:0098857","membrane microdomain","4/24","355/25804",0.0112676056338028,12.1145539906103,6.43383799411588,0.00030103152360876,0.00113804600388677,0.000417347940304827,"Mapk3/Mapk1/Actb/Arc",4
"GO:0034702","monoatomic ion channel complex","4/24","358/25804",0.0111731843575419,12.0130353817505,6.40232994672499,0.000310801282967627,0.00114700473476148,0.000420633315294532,"Grin1/Grin2b/Grin2a/Dlg4",4
"GO:0005938","cell cortex","4/24","365/25804",0.010958904109589,11.7826484018265,6.33025382274591,0.000334482281244051,0.00120569194401925,0.000442155279979896,"Actb/Akt2/Arc/Dlg4",4
"GO:0043083","synaptic cleft","2/24","33/25804",0.0606060606060606,65.1616161616162,11.2529371909063,0.000430096164511488,0.00151511148862001,0.000555626624010056,"Grin1/Grin2b",2
"GO:0030136","clathrin-coated vesicle","3/24","171/25804",0.0175438596491228,18.8625730994152,7.15058578238065,0.000522417292821275,0.00179943734193995,0.000659895527774242,"Syp/Syn1/Arc",3
"GO:0030672","synaptic vesicle membrane","3/24","182/25804",0.0164835164835165,17.7225274725275,6.90765063286727,0.000626320317087027,0.00206552444996786,0.000757475859410962,"Grin1/Syp/Syn1",3
"GO:0099501","exocytic vesicle membrane","3/24","182/25804",0.0164835164835165,17.7225274725275,6.90765063286727,0.000626320317087027,0.00206552444996786,0.000757475859410962,"Grin1/Syp/Syn1",3
"GO:0019898","extrinsic component of membrane","3/24","198/25804",0.0151515151515152,16.290404040404,6.58991710556825,0.000799699582923651,0.00258236323652429,0.000947012663988534,"Pik3ca/Pik3r1/Syn1",3
"GO:0031256","leading edge membrane","3/24","209/25804",0.0143540669856459,15.433014354067,6.39222252553806,0.000934993270886911,0.00293869506185516,0.00107768783253092,"Grin1/Grin2a/Akt2",3
"GO:0043209","myelin sheath","3/24","210/25804",0.0142857142857143,15.3595238095238,6.37499528904392,0.000947966148985535,0.00293869506185516,0.00107768783253092,"Gapdh/Actb/Syn1",3
"GO:0005925","focal adhesion","3/24","213/25804",0.0140845070422535,15.1431924882629,6.32401499457981,0.000987570335932043,0.00300143925626405,0.00110069758803571,"Mapk3/Mapk1/Actb",3
"GO:0030055","cell-substrate junction","3/24","228/25804",0.0131578947368421,14.1469298245614,6.08379710925191,0.00120135317578157,0.00358095658165659,0.0013132200706924,"Mapk3/Mapk1/Actb",3
"GO:0032590","dendrite membrane","2/24","57/25804",0.0350877192982456,37.7251461988304,8.46909316162481,0.00128247446932141,0.00375063288197769,0.00137544431665056,"Grin1/Grin2a",2
"GO:0030135","coated vesicle","3/24","260/25804",0.0115384615384615,12.4057692307692,5.63983069877027,0.00174996965158941,0.0050230610369696,0.00184207331746253,"Syp/Syn1/Arc",3
"GO:0090575","RNA polymerase II transcription regulator complex","3/24","273/25804",0.010989010989011,11.8150183150183,5.4811783733646,0.00201094896399872,0.00566721980763276,0.00207830132164461,"Fos/Jun/Creb1",3
"GO:0000791","euchromatin","2/24","73/25804",0.0273972602739726,29.4566210045662,7.42874914062337,0.00209266986199751,0.00579221122517169,0.0021241385817268,"Jun/Creb1",2
"GO:0048787","presynaptic active zone membrane","2/24","76/25804",0.0263157894736842,28.2938596491228,7.27056233269474,0.00226559189249573,0.00616082005854102,0.00225931601467718,"Grin1/Grin2b",2
"GO:0032589","neuron projection membrane","2/24","84/25804",0.0238095238095238,25.5992063492063,6.89008408571471,0.00275864135581835,0.00737223120951455,0.0027035686608746,"Grin1/Grin2a",2
"GO:0016529","sarcoplasmic reticulum","2/24","85/25804",0.0235294117647059,25.2980392156863,6.84625258357973,0.00282351437934506,0.00741770726777092,0.00272024578919952,"Akt2/Camk2b",2
"GO:0016528","sarcoplasm","2/24","100/25804",0.02,21.5033333333333,6.26791908811225,0.00388183608245453,0.0100280765463409,0.00367752892022008,"Akt2/Camk2b",2
"GO:0005901","caveola","2/24","105/25804",0.019047619047619,20.4793650793651,6.10253951224219,0.00426967917186605,0.0108491847809711,0.00397864840864136,"Mapk3/Mapk1",2
"GO:0030863","cortical cytoskeleton","2/24","125/25804",0.016,17.2026666666667,5.54053516800032,0.00599224321107011,0.0149806080276753,0.00549373740913049,"Actb/Dlg4",2
"GO:0031253","cell projection membrane","3/24","409/25804",0.00733496332518337,7.88630806845966,4.28324837237357,0.00624814704463143,0.0153724252685376,0.00563742590493061,"Grin1/Grin2a/Akt2",3
"GO:0016363","nuclear matrix","2/24","133/25804",0.0150375939849624,16.1679197994987,5.3509355036844,0.00675645010131101,0.0163632775891126,0.00600079449787491,"Fos/Actb",2
"GO:0005819","spindle","3/24","450/25804",0.00666666666666667,7.16777777777778,4.02727232165855,0.00812254983883073,0.019369157307981,0.00710312050683173,"Akt1/Mapk1/Camk2b",3
"GO:0044853","plasma membrane raft","2/24","150/25804",0.0133333333333333,14.3355555555556,4.99779528345272,0.0085191799636185,0.0200071650660738,0.00733709279163316,"Mapk3/Mapk1",2
"GO:0071598","neuronal ribonucleoprotein granule","1/24","10/25804",0.1,107.516666666667,10.2791566590069,0.00926366094381337,0.0214308574073294,0.00785919388791708,"Arc",1
"GO:0032593","insulin-responsive compartment","1/24","11/25804",0.0909090909090909,97.7424242424242,9.79177995148964,0.0101854905219069,0.0232169269249348,0.0085141871235754,"Akt2",1
"GO:0044224","juxtaparanode region of axon","1/24","12/25804",0.0833333333333333,89.5972222222222,9.36628749605409,0.0111064980909166,0.0249493797694503,0.00914951787810061,"Dlg4",1
"GO:0031904","endosome lumen","1/24","15/25804",0.0666666666666667,71.6777777777778,8.35430891707865,0.0138645957521448,0.0302677794589077,0.0110998987489373,"Gapdh",1
"GO:1990635","proximal dendrite","1/24","15/25804",0.0666666666666667,71.6777777777778,8.35430891707865,0.0138645957521448,0.0302677794589077,0.0110998987489373,"Dlg4",1
"GO:0030061","mitochondrial crista","1/24","16/25804",0.0625,67.1979166666667,8.08155155795088,0.0147823222906669,0.0318230549312968,0.0116702544400002,"Bdnf",1
"GO:0031901","early endosome membrane","2/24","204/25804",0.00980392156862745,10.5408496732026,4.17427848747397,0.0153113338976006,0.0325103664949054,0.0119223075770791,"Ntrk2/Arc",2
"GO:0120238","sperm glycocalyx","1/24","19/25804",0.0526315789473684,56.5877192982456,7.39556492299518,0.017530593644817,0.0367194866884681,0.0134658898551937,"Akt1",1
"GO:0030027","lamellipodium","2/24","228/25804",0.0087719298245614,9.4312865497076,3.90161333656445,0.0188788890089173,0.0387592089154807,0.0142139034392934,"Pik3ca/Actb",2
"GO:0030112","glycocalyx","1/24","21/25804",0.0476190476190476,51.1984126984127,7.02153675144434,0.0193586913056841,0.0387592089154807,0.0142139034392934,"Akt1",1
"GO:0098871","postsynaptic actin cytoskeleton","1/24","21/25804",0.0476190476190476,51.1984126984127,7.02153675144434,0.0193586913056841,0.0387592089154807,0.0142139034392934,"Actb",1
"GO:0032993","protein-DNA complex","2/24","232/25804",0.00862068965517241,9.26867816091954,3.8600861591409,0.0195046341639193,0.0387592089154807,0.0142139034392934,"Fos/Actb",2
"GO:0030426","growth cone","2/24","240/25804",0.00833333333333333,8.95972222222222,3.77997035634784,0.020782211483528,0.0407752250626183,0.0149532234525052,"Grin1/Ntrk2",2
"GO:0030427","site of polarized growth","2/24","248/25804",0.00806451612903226,8.67069892473118,3.70351069568997,0.0220941221184335,0.0428073616044649,0.0156984551894133,"Grin1/Ntrk2",2
"GO:0098850","extrinsic component of synaptic vesicle membrane","1/24","25/25804",0.04,43.0066666666667,6.4114233888632,0.0230051119091719,0.0440221277274277,0.016143938181875,"Syn1",1
"GO:0035267","NuA4 histone acetyltransferase complex","1/24","26/25804",0.0384615384615385,41.3525641025641,6.28105311438446,0.0239146847131662,0.0441282872683423,0.0161828693547741,"Actb",1
"GO:0043189","H4/H2A histone acetyltransferase complex","1/24","26/25804",0.0384615384615385,41.3525641025641,6.28105311438446,0.0239146847131662,0.0441282872683423,0.0161828693547741,"Actb",1
"GO:0098845","postsynaptic endosome","1/24","26/25804",0.0384615384615385,41.3525641025641,6.28105311438446,0.0239146847131662,0.0441282872683423,0.0161828693547741,"Arc",1
"GO:0097038","perinuclear endoplasmic reticulum","1/24","28/25804",0.0357142857142857,38.3988095238095,6.04127071994587,0.0257313963593023,0.0463763539033937,0.017007287679343,"Pik3r1",1
"GO:0099571","postsynaptic cytoskeleton","1/24","28/25804",0.0357142857142857,38.3988095238095,6.04127071994587,0.0257313963593023,0.0463763539033937,0.017007287679343,"Actb",1
"GO:0036464","cytoplasmic ribonucleoprotein granule","2/24","276/25804",0.0072463768115942,7.79106280193237,3.4608530375367,0.0269485176536675,0.0480117268542351,0.0176070169788027,"Actb/Arc",2
"GO:0032281","AMPA glutamate receptor complex","1/24","31/25804",0.032258064516129,34.6827956989247,5.72539898516392,0.028450389304984,0.0495484308120508,0.0181705620635025,"Dlg4",1
"GO:0033011","perinuclear theca","1/24","31/25804",0.032258064516129,34.6827956989247,5.72539898516392,0.028450389304984,0.0495484308120508,0.0181705620635025,"Akt1",1
