"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099094","ligand-gated monoatomic cation channel activity","3/24","126/23791",0.0238095238095238,23.6021825396825,8.08347417160624,0.000270628397876903,0.00123919319027845,0.00041231473360747,"Grin1/Grin2b/Grin2a",3
"GO:0004683","calcium/calmodulin-dependent protein kinase activity","2/24","25/23791",0.08,79.3033333333333,12.4476642863542,0.000288466909105209,0.00128700620985401,0.000428223481802605,"Camk2b/Camk2a",2
"GO:0005262","calcium channel activity","3/24","131/23791",0.0229007633587786,22.7013358778626,7.91462614164099,0.000303416576150552,0.0013198621062549,0.00043915557074422,"Grin1/Grin2b/Grin2a",3
"GO:0050780","dopamine receptor binding","2/24","26/23791",0.0769230769230769,76.2532051282051,12.1999605198518,0.00031231335151229,0.00132542739422289,0.000441007299953169,"Grin2b/Dlg4",2
"GO:0070412","R-SMAD binding","2/24","28/23791",0.0714285714285714,70.8065476190476,11.7446532820495,0.000362797189223652,0.0015030169267837,0.000500096376122829,"Fos/Jun",2
"GO:0035035","histone acetyltransferase binding","2/24","30/23791",0.0666666666666667,66.0861111111111,11.3352799966853,0.000416990675987532,0.00168735761911234,0.000561431754695575,"Creb1/Egr1",2
"GO:0015085","calcium ion transmembrane transporter activity","3/24","152/23791",0.0197368421052632,19.5649671052632,7.29654199671651,0.000468938339908842,0.0018544379805486,0.000617024131459003,"Grin1/Grin2b/Grin2a",3
"GO:0005231","excitatory extracellular ligand-gated monoatomic ion channel activity","2/24","37/23791",0.0540540540540541,53.5833333333333,10.1717635925503,0.000635680826632981,0.00245796586298086,0.000817834981633075,"Grin2b/Grin2a",2
"GO:0001727","lipid kinase activity","2/24","39/23791",0.0512820512820513,50.8354700854701,9.8977488405242,0.000706396090986245,0.00261628559338653,0.000870512447890256,"Pik3ca/Pik3r1",2
"GO:0005244","voltage-gated monoatomic ion channel activity","3/24","175/23791",0.0171428571428571,16.9935714285714,6.74802941964172,0.000706697832696362,0.00261628559338653,0.000870512447890256,"Grin1/Grin2b/Grin2a",3
"GO:0022832","voltage-gated channel activity","3/24","177/23791",0.0169491525423729,16.8015536723164,6.70528594813691,0.000730382244351936,0.00264763563577577,0.000880943496477116,"Grin1/Grin2b/Grin2a",3
"GO:0015276","ligand-gated monoatomic ion channel activity","3/24","182/23791",0.0164835164835165,16.3399725274725,6.60141656343306,0.000791796207599014,0.00281168449229038,0.000935527205541262,"Grin1/Grin2b/Grin2a",3
"GO:0022834","ligand-gated channel activity","3/24","187/23791",0.0160427807486631,15.9030748663102,6.50158945305355,0.000856410621279181,0.00298030896205155,0.000991633350954841,"Grin1/Grin2b/Grin2a",3
"GO:0019903","protein phosphatase binding","3/24","199/23791",0.0150753768844221,14.9440954773869,6.27697161896975,0.00102493468750424,0.00335064539299181,0.00111485478895674,"Akt1/Pik3r1/Dlg4",3
"GO:0001046","core promoter sequence-specific DNA binding","2/24","47/23791",0.0425531914893617,42.1826241134752,8.98052367064851,0.00102545605500278,0.00335064539299181,0.00111485478895674,"Fos/Egr1",2
"GO:0120283","protein serine/threonine kinase binding","2/24","47/23791",0.0425531914893617,42.1826241134752,8.98052367064851,0.00102545605500278,0.00335064539299181,0.00111485478895674,"Akt1/Grin2b",2
"GO:0046943","carboxylic acid transmembrane transporter activity","3/24","200/23791",0.015,14.869375,6.25913576899621,0.00103985546679056,0.00335064539299181,0.00111485478895674,"Grin1/Grin2b/Grin2a",3
"GO:0031406","carboxylic acid binding","3/24","204/23791",0.0147058823529412,14.577818627451,6.18905571127624,0.00110091655478959,0.00348289964606162,0.00115885953135747,"Grin1/Grin2b/Grin2a",3
"GO:0043177","organic acid binding","3/24","208/23791",0.0144230769230769,14.2974759615385,6.12092438789089,0.00116420617485868,0.00361735490045375,0.00120359660934638,"Grin1/Grin2b/Grin2a",3
"GO:0019894","kinesin binding","2/24","51/23791",0.0392156862745098,38.874183006536,8.60406460827218,0.00120651432674638,0.00368304373427843,0.00122545314812652,"Actb/Dlg4",2
"GO:0005080","protein kinase C binding","2/24","59/23791",0.0338983050847458,33.6031073446328,7.96770944830008,0.00161114557892978,0.00483343673678933,0.00160822153976657,"Akt1/Akt2",2
"GO:0030971","receptor tyrosine kinase binding","2/24","86/23791",0.0232558139534884,23.0532945736434,6.51056056196959,0.00338504100839568,0.00998300229594659,0.0033216281081492,"Ntrk2/Pik3r1",2
"GO:0046332","SMAD binding","2/24","87/23791",0.0229885057471264,22.7883141762452,6.46975887198553,0.00346256126577297,0.0100414276707416,0.00334106788802655,"Fos/Jun",2
"GO:0019207","kinase regulator activity","3/24","314/23791",0.00955414012738853,9.47093949044586,4.80165289558751,0.00375286144147928,0.0106109476131305,0.00353056333165261,"Pik3ca/Akt1/Pik3r1",3
"GO:0005200","structural constituent of cytoskeleton","2/24","91/23791",0.021978021978022,21.78663003663,6.31315232836607,0.00378091236789707,0.0106109476131305,0.00353056333165261,"Actb/Camk2b",2
"GO:0048306","calcium-dependent protein binding","2/24","93/23791",0.021505376344086,21.3181003584229,6.23856043540725,0.00394502750395433,0.0107585036509111,0.0035796594119789,"Syn1/Grin2a",2
"GO:0022836","gated channel activity","3/24","320/23791",0.009375,9.293359375,4.7463016500382,0.00395715076815122,0.0107585036509111,0.0035796594119789,"Grin1/Grin2b/Grin2a",3
"GO:0005126","cytokine receptor binding","3/24","326/23791",0.00920245398773006,9.12231595092025,4.69238954740615,0.00416813523404143,0.0110657111623011,0.00368187606731131,"Grin2b/Pik3r1/Bdnf",3
"GO:1990841","promoter-specific chromatin binding","2/24","96/23791",0.0208333333333333,20.6519097222222,6.13094865682243,0.00419733871673489,0.0110657111623011,0.00368187606731131,"Fos/Egr1",2
"GO:0005261","monoatomic cation channel activity","3/24","333/23791",0.00900900900900901,8.93055555555556,4.63122516456694,0.00442283610170131,0.0114861713685974,0.00382177510751881,"Grin1/Grin2b/Grin2a",3
"GO:0051117","ATPase binding","2/24","102/23791",0.0196078431372549,19.437091503268,5.92972826358999,0.00472390229394795,0.0120876323403962,0.00402189823788138,"Pik3r1/Grin2a",2
"GO:0022843","voltage-gated monoatomic cation channel activity","2/24","146/23791",0.0136986301369863,13.5793378995434,4.84484860602146,0.00944892248026724,0.0238277175589348,0.00792815768748586,"Grin1/Grin2a",2
"GO:0005216","monoatomic ion channel activity","3/24","447/23791",0.00671140939597315,6.65296420581655,3.83405217521099,0.00994637771046348,0.0242731656556343,0.00807637090780329,"Grin1/Grin2b/Grin2a",3
"GO:0001221","transcription coregulator binding","2/24","150/23791",0.0133333333333333,13.2172222222222,4.76980736968807,0.00995118786910524,0.0242731656556343,0.00807637090780329,"Fos/Creb1",2
"GO:0031698","beta-2 adrenergic receptor binding","1/24","10/23791",0.1,99.1291666666667,9.86276563029207,0.010044068547159,0.0242731656556343,0.00807637090780329,"Dlg4",1
"GO:0046873","metal ion transmembrane transporter activity","3/24","453/23791",0.00662251655629139,6.56484547461369,3.80002147836337,0.0103124077334046,0.0245802595289371,0.0081785497525199,"Grin1/Grin2b/Grin2a",3
"GO:0070851","growth factor receptor binding","2/24","154/23791",0.012987012987013,12.8739177489177,4.6975766786721,0.0104651564924576,0.0246072598606435,0.00818753352894975,"Grin2b/Pik3r1",2
"GO:0008353","RNA polymerase II CTD heptapeptide repeat kinase activity","1/24","11/23791",0.0909090909090909,90.1174242424242,9.39439251477014,0.0110431410148802,0.0252829807445942,0.0084123650390362,"Mapk1",1
"GO:0099104","potassium channel activator activity","1/24","11/23791",0.0909090909090909,90.1174242424242,9.39439251477014,0.0110431410148802,0.0252829807445942,0.0084123650390362,"Akt1",1
"GO:0043121","neurotrophin binding","1/24","12/23791",0.0833333333333333,82.6076388888889,8.98545971001484,0.0120412471803821,0.0268612437100832,0.00893749790716622,"Ntrk2",1
"GO:1990763","arrestin family protein binding","1/24","12/23791",0.0833333333333333,82.6076388888889,8.98545971001484,0.0120412471803821,0.0268612437100832,0.00893749790716622,"Creb1",1
"GO:0019209","kinase activator activity","2/24","167/23791",0.0119760479041916,11.8717564870259,4.48019475822415,0.0122152440547731,0.026904461588994,0.00895187772168583,"Pik3ca/Pik3r1",2
"GO:0098919","structural constituent of postsynaptic density","1/24","13/23791",0.0769230769230769,76.2532051282051,8.62431628689864,0.0130383879376752,0.0283584937644436,0.00943567548121232,"Dlg4",1
"GO:0005161","platelet-derived growth factor receptor binding","1/24","14/23791",0.0714285714285714,70.8065476190476,8.30227868979776,0.0140345641799791,0.0297806605770287,0.00990887073040883,"Pik3r1",1
"GO:0031748","D1 dopamine receptor binding","1/24","14/23791",0.0714285714285714,70.8065476190476,8.30227868979776,0.0140345641799791,0.0297806605770287,0.00990887073040883,"Dlg4",1
"GO:0036312","phosphatidylinositol 3-kinase regulatory subunit binding","1/24","15/23791",0.0666666666666667,66.0861111111111,8.01272458865607,0.0150297767997244,0.0307668372135535,0.0102369996778309,"Pik3r1",1
"GO:0042043","neurexin family protein binding","1/24","15/23791",0.0666666666666667,66.0861111111111,8.01272458865607,0.0150297767997244,0.0307668372135535,0.0102369996778309,"Dlg4",1
"GO:0098879","structural constituent of postsynaptic specialization","1/24","15/23791",0.0666666666666667,66.0861111111111,8.01272458865607,0.0150297767997244,0.0307668372135535,0.0102369996778309,"Dlg4",1
"GO:0005149","interleukin-1 receptor binding","1/24","16/23791",0.0625,61.9557291666667,7.75050352418301,0.0160240266885536,0.032420705160562,0.0107872884684266,"Grin2b",1
"GO:0005159","insulin-like growth factor receptor binding","1/24","17/23791",0.0588235294117647,58.3112745098039,7.51154125558863,0.0170173147373223,0.0332698063403829,0.0110698085222085,"Pik3r1",1
"GO:0015280","ligand-gated sodium channel activity","1/24","17/23791",0.0588235294117647,58.3112745098039,7.51154125558863,0.0170173147373223,0.0332698063403829,0.0110698085222085,"Grin1",1
"GO:0099103","channel activator activity","1/24","17/23791",0.0588235294117647,58.3112745098039,7.51154125558863,0.0170173147373223,0.0332698063403829,0.0110698085222085,"Akt1",1
"GO:0141108","transporter regulator activity","2/24","202/23791",0.0099009900990099,9.81476897689769,3.99804347939859,0.0175118261846136,0.0338561972902529,0.0112649174286988,"Akt1/Actb",2
"GO:0035014","phosphatidylinositol 3-kinase regulator activity","1/24","18/23791",0.0555555555555556,55.0717592592593,7.29256680094467,0.0180096418360983,0.0344360184558364,0.0114578403815547,"Pik3r1",1
"GO:0005123","death receptor binding","1/24","19/23791",0.0526315789473684,52.1732456140351,7.09091959751719,0.0190010088741641,0.0359366906967887,0.0119571566141765,"Bdnf",1
"GO:0140994","RNA polymerase II CTD heptapeptide repeat modifying activity","1/24","20/23791",0.05,49.5645833333333,6.90441039269261,0.0199914167400155,0.037403295836158,0.0124451377555275,"Mapk1",1
"GO:0071837","HMG box domain binding","1/24","22/23791",0.0454545454545455,45.0587121212121,6.5698180501902,0.0219693585051373,0.0406666848924881,0.0135309598855829,"Jun",1
"GO:0017075","syntaxin-1 binding","1/24","23/23791",0.0434782608695652,43.0996376811594,6.41891486503747,0.0229568941774783,0.0411804081121775,0.0137018901764656,"Syp",1
"GO:0031690","adrenergic receptor binding","1/24","23/23791",0.0434782608695652,43.0996376811594,6.41891486503747,0.0229568941774783,0.0411804081121775,0.0137018901764656,"Dlg4",1
"GO:0050998","nitric-oxide synthase binding","1/24","23/23791",0.0434782608695652,43.0996376811594,6.41891486503747,0.0229568941774783,0.0411804081121775,0.0137018901764656,"Actb",1
"GO:0033130","acetylcholine receptor binding","1/24","24/23791",0.0416666666666667,41.3038194444444,6.27740719929615,0.0239434742237481,0.0425118828054303,0.0141449095843839,"Dlg4",1
"GO:0005096","GTPase activator activity","2/24","244/23791",0.00819672131147541,8.12534153005464,3.55507253135864,0.0249258078294991,0.0438089955791196,0.0145764958067246,"Jun/Pik3r1",2
"GO:0005158","insulin receptor binding","1/24","27/23791",0.037037037037037,36.7145061728395,5.9004130991962,0.0268974894480053,0.0458839525877737,0.0152668928755448,"Pik3r1",1
"GO:0031435","mitogen-activated protein kinase kinase kinase binding","1/24","27/23791",0.037037037037037,36.7145061728395,5.9004130991962,0.0268974894480053,0.0458839525877737,0.0152668928755448,"Mapk1",1
"GO:0141109","transporter activator activity","1/24","27/23791",0.037037037037037,36.7145061728395,5.9004130991962,0.0268974894480053,0.0458839525877737,0.0152668928755448,"Akt1",1
"GO:0043274","phospholipase binding","1/24","29/23791",0.0344827586206897,34.1824712643678,5.68174696892476,0.0288620709969257,0.0487572849850978,0.0162229320882056,"Camk2b",1
"GO:0043325","phosphatidylinositol-3,4-bisphosphate binding","1/24","30/23791",0.0333333333333333,33.0430555555556,5.58056089803094,0.029842935835579,0.0499295272633725,0.0166129703538142,"Akt1",1
